LID,t50_fid,LCDB_UID,Name,Geomorphic,ArtInfo,Wetland,Ephemeral,Depth_Meas,NewAreaHa,CentroidX,CentroidY,Region,Primary,Natural2,Natural3,Natural4,Natural5,Current2,Current3,Current4,Current5,MaxDepth,DecTemp,DecSolrad,Fetch,SumWind,Urban,Pasture,WoniUnit,WoniProvin,LakeAreaHa,LakePerim,LakeVolume,LakeElevat,MeanWind,RegionalRa,RegionalCu,NationalRa,NationalCu,NationalPr,National_1,NaturalCov,LandusePre,Impervious,InvasivePl,InvasiveFi,DamEffectU,DamEffectD,SumPressur,SumPress_1,SumPress_2,SumPress_3,catAreaHa,Residence,NitrogenLo,PredMacrop,ActualMacr,ClarityPro,LakeElev,catArea,catPerim,catSlope,catFlow,catElev,catAnnTemp,catDecSolR,catJuneSol,catPhos,catCalc,catHard,catPsize,catAlluv,catBeech_1,catGlacial,catPeat,catImpervi,catNatural,catPasture,SBTI,SBTI_Troph,MfE_TN_Med,MfE_NH4N_M,MfE_TP_Med,MfE_CHLA_M,MfE_CHLA_A,MfE_CLAR_M,MfE_TLI3_M,MfE_TLI4_M,MfE_ECOLI_,MfE_ECOLI1,MfE_ECOL_1,MfE_ECOL_2,Abell_TLI,Ab_TLI_Low,Ab_TLI_Upp,Abell_TN,Ab_TN_Lowe,Ab_TN_Uppe,Abell_TP,Ab_TP_Lowe,Ab_TP_Uppe,Abell_Chla,Ab_Chl_Low,Ab_Chl_Upp,Abell_Secc,Ab_Sec_Low,Ab_Sec_Upp,Lat,Long,Alpine_Gra,Indi_Hard,Built_up,Decid_Hard,Dep_Grass,Dune_Shrub,Estu_Wat,Exot_For,Fernland,Flaxland,For_Harv,Gorse,Gravel,Herb_FW_Ve,Herb_Sal_V,High_Prod_,Indi_For,Landslide,Low_Prod_G,Manuka,Matagouri,Mixed_Exo_,Orchard,Peat_Shrub,Per_Snow,River,Sand,Short_rot_,Sub_Alp_Sh,Mine,Tussock,Trans_Infr,Parkland
28414,5005592,lcdb2000044777,0,G,0,0,0,0,1.183663482,166.6595692,-45.94070674,Southland,F,F.2,F.2.1,F.2.1.4,F.2.1.4.1,F.1,F.1.3,F.1.1.1.1,F.1.3.1.1,26.0175991,12.1999998,2090.090088,250,5.6900001,0,0,Fiordland,Westland South Island Province,1.18371,642.2000122,102658,280.0700073,5.4926,0,0,0,0,0,0,0.995315,0.9923528,470.1061401,0,0,0,0,0.9923528,0.9923528,0.9946883,0.9946883,17.1900005,55.527729,0,1.22,0,1.22,280.0700073,171900,1800,7.1310878,674800.0625,296.1533813,8.2941179,2118.646973,361,1,1,5,5,0,100,0,0,0,100,0,1.746874452,Microtrophic,0.334590589,0.004449064,0.016275937,4.242907279,20.78235338,3.305546672,3.679254035,3.580369944,1.087700019,22.2506052,11.40504117,0.38047085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-45.94070268,166.6595618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.33297133,0,0,0,0,0,0,0,0,0,0,0,0,0,57.66702867,0,0
28415,5003298,lcdb2000044792,0,G,0,0,0,0,4.309250312,166.6730042,-45.92501989,Southland,F,F.2,F.2.1,F.2.1.4,F.2.1.4.1,F.1,F.1.3,F.1.1.1.1,F.1.3.1.1,23.5212002,12.8000002,2081.719971,520,5.6100001,0,0,Fiordland,Westland South Island Province,4.41821,1187.099976,346405,175.6999969,5.4355202,230,79.0873566,1159,34.1167107,903,20.9522781,0.995315,0.940497,0,0,0,0,0,0.940497,0.940497,0.9427105,0.9427105,58.5,52.420414,0.6157,1.88,0,1.88,175.6999969,585000,4440,11.1849098,2411995.5,227.4846954,8.6232147,2122.875,361.8392944,0.9230769,0.9230769,4.6153846,4.6153846,0,100,0,0,0,100,0,1.909225583,Microtrophic,0.349801434,0.004821773,0.011464486,3.232661122,22.67864733,3.197991641,3.537637163,3.681889196,1.447574167,27.63916307,3.812264725,0.431182671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-45.92500895,166.6730031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.59199321,0,0,0,0,0,0,0,0,0,0,0,0,0,9.408006791,0,0
28417,5003887,lcdb2000044832,0,G,0,0,0,0,5.0134682,166.6233514,-45.8979197,Southland,F,F.2,F.2.1,F.2.1.4,F.2.1.4.2,F.1,F.1.3,F.1.1.1.1,F.1.3.1.1,21.1473007,11.5,2024.819946,300,5.8600001,0,0,Fiordland,Westland South Island Province,5.01369,1059.900024,353421,416.8299866,5.89364,288,82.7039795,1378,40.8301125,325,5.2743616,0.995315,0.8862743,0,0,0,0,0,0.8862743,0.8862743,0.8883601,0.8883601,202.6799927,11.6572428,0.9285,2.9300001,0,2.9300001,416.8299866,2026800,6540,26.3074856,11065955,647.043396,6.6024876,2099.298584,361,1,1,4.8000002,4.8666668,7.9040856,58.244278,0,0,0,100,0,2.803781271,Oligotrophic,0.318754855,0.004565868,0.016207986,3.790669656,18.02936116,3.26085183,3.620499744,3.588326399,1.289966003,30.06950669,2.132456829,0.507156177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-45.89791237,166.6233522,0.017796941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.6806703,0,0,0,0,0,0,0,0,0,0,0,0,0,31.30153276,0,0
28419,5003299,lcdb2000044813,0,G,0,0,0,0,7.923390828,166.6933308,-45.92072685,Southland,G,G.1,G.1.2,G.1.2.1,G.1.2.1.1,G.1,G.1.1,G.1.1.1,G.1.1.1.2,27.4605007,11.8599997,2072.419922,832,5.8499999,0,0,Fiordland,Westland South Island Province,7.9236002,1952.599976,725286,338.1700134,5.7841301,205,74.5447083,736,13.9791784,480,9.3626499,0.995315,0.9506275,0,0,0,0,0,0.9506275,0.9506275,0.9528648,0.9528648,130.9499969,50.0231171,0.3389,3.1500001,0,3.1500001,338.1700134,1309500,3780,18.2852173,5292140.5,470.5176392,7.4619403,2113.970215,361.537323,0.953125,0.953125,4.765625,4.765625,0,100,0,0,0,100,0,1.455135703,Microtrophic,0.312432443,0.004601795,0.010230909,2.830062189,20.443381,3.314030079,3.472659748,3.512142342,1.050245365,20.66034715,1.779267522,0.365325763,3.005392046,2.635596489,3.403372627,219.7707187,144.5555524,315.095968,12.6580703,7.199571933,22.92905408,2.373212116,1.549402752,3.612630989,8.803466562,7.02843143,10.9951894,-45.92072236,166.6933272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.7409291,0,0,0,0,0,0,0,0,0,0,0,0,0,8.259070901,0,0
28438,100001446,lcdb2000044903,0,G,0,0,0,0,16.57426686,166.6256964,-45.85853079,Southland,G,G.1,G.1.2,G.1.2.1,G.1.2.1.1,G.1,G.1.1,G.1.1.1,G.1.1.1.2,28.2577991,11.0200005,1982,693,5.7800002,0,0,Fiordland,Westland South Island Province,16.5748997,1689.900024,1561240,492.1499939,5.88484,242,79.987648,895,15.6653223,660,10.5953875,0.995315,0.9042802,0,0,0,0,0,0.9042802,0.9042802,0.9064084,0.9064084,316.2600098,31.9259357,1.5185,3.1199999,0,3.1199999,492.1499939,3162600,10260,21.6538544,17849156,708.6888428,6.3236594,2082.943115,362,0.98,0.98,4.9000001,4.9000001,0,27.7402763,0,0,0,100,0,2.224856853,Oligotrophic,0.306425862,0.004166215,0.01154305,3.099403548,17.05248647,3.216006097,3.42574611,3.577496133,1.386872164,27.27408293,1.815573864,0.365325763,2.810302029,2.39332937,3.270645637,148.8560269,93.26475461,222.2420956,14.15131731,7.501655351,27.14387915,1.921242183,1.166722914,3.091790361,9.653583297,7.545155751,12.06255102,-45.85852274,166.6256896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.65383594,0,0,0,0,0,0,0,0,0,0,0,0.01069749,0,42.33546657,0,0
28443,5005600,lcdb2000044924,0,G,0,0,0,0,1.59810987,166.6281125,-45.84862128,Southland,G,G.1,G.1.2,G.1.2.1,G.1.2.1.1,G.1,G.1.1,G.1.1.1,G.1.1.1.2,27.4127998,9.8699999,1713.76001,410,5.9000001,0,0,Fiordland,Westland South Island Province,1.59817,530.7999878,146034,712.3900146,6.1018,305,84.5971832,1125,24.8382931,661,10.599679,0.995315,0.9636057,0,0,0,0,0,0.9636057,0.9636057,0.9658735,0.9658735,17.9099998,52.3806305,0.142,4.0599999,0,4.0599999,712.3900146,179100,1860,23.804451,1017601.125,824.4678345,5.7624998,2077.0625,362,1,1,5,5,0,11.1044111,0,0,0,100,0,2.589060307,Oligotrophic,0.440268986,0.00566415,0.017049598,4.304913355,20.95832411,3.249988096,3.804941335,3.568603175,1.404858668,28.09479132,11.41054301,0.365325763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-45.84861075,166.6281046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
28445,5003888,lcdb2000044843,0,G,0,0,0,0,2.946505185,166.6479222,-45.89263002,Southland,G,G.1,G.1.2,G.1.2.1,G.1.2.1.1,G.1,G.1.1,G.1.1.1,G.1.1.1.2,29.2329998,11.3999996,2055.98999,360,5.6199999,0,0,Fiordland,Westland South Island Province,2.94662,716,287129,428.5100098,5.5353999,370,92.3294601,1394,40.8826904,1127,22.3693314,0.995315,0.8731039,0,0,0,0,0,0.8731039,0.8731039,0.8751587,0.8751587,240.3899994,8.1546984,0.906,2.74,0,2.74,428.5100098,2403900,8460,27.0035172,12851736,790.3063354,5.9145226,2091.045654,361,1,1,5,5,0,22.3630772,0,0,0,100,0,2.048937559,Oligotrophic,0.249004941,0.003545998,0.011267192,3.26943391,16.1722166,3.253546897,3.420938359,3.529957691,1.355432248,33.63428914,6.547674385,0.616861113,2.722449596,2.289048058,3.149264197,133.9276508,85.65965618,192.8461183,13.3503996,6.688128889,25.01235933,1.727394967,1.051039858,2.726191775,10.09636904,8.114832867,12.70921499,-45.89262078,166.647919,11.26037896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.38999935,0,0,0,0,0,0,0,0,0,0,0,1.04125412,0,54.30836757,0,0
28446,5005597,lcdb2000044854,0,G,0,0,0,0,3.163454119,166.6455164,-45.88568724,Southland,G,G.1,G.1.2,G.1.2.1,G.1.2.1.1,G.1,G.1.1,G.1.1.1,G.1.1.1.2,27.6422005,9.6000004,1874.920044,280,6,0,0,Fiordland,Westland South Island Province,3.1635699,714.9000244,291493,754.7800293,6.12818,361,92.1031036,1341,40.7303085,1128,22.370142,0.995315,0.9534161,0,0,0,0,0,0.9534161,0.9534161,0.95566,0.95566,55.3499985,36.0468369,0.2055,3.8800001,0,3.8800001,754.7800293,553500,4200,23.1050873,2951580.25,870.1172485,5.5392857,2086.607178,361,1,1,5,5,0,3.8050587,0,0,0,100,0,2.047986031,Oligotrophic,0.423499316,0.005093646,0.015870955,3.880039473,18.04940076,3.248697404,3.730453721,3.532939881,1.404858668,44.77792378,5.140130565,1.489887109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-45.8856766,166.6455162,1.811096678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.295299392,0,93.89360393,0,0
28448,5005598,lcdb2000044866,0,G,0,0,0,0,1.007646561,166.6309739,-45.87731777,Southland,G,G.1,G.1.2,G.1.2.1,G.1.2.1.1,G.1,G.1.1,G.1.1.1,G.1.1.1.2,13.3711996,9.4200001,2045.75,280,6.3200002,0,0,Fiordland,Westland South Island Province,1.00769,419.7999878,44913.30078,798.0999756,6.6383801,0,0,0,0,0,0,0.995315,0.9350039,0,0,0,0,0,0.9350039,0.9350039,0.9372045,0.9372045,28.8899994,10.2627535,0.1562,4.3600001,0,4.3600001,798.0999756,288900,2400,25.5242081,1597364.375,925.8776855,5.2718749,2082.6875,361,1,1,5,5,0,7.3655248,0,0,0,100,0,2.805598021,Oligotrophic,0.439368695,0.005756516,0.017071329,4.311123966,20.89391738,3.28713978,3.800777057,3.568603175,1.404858668,28.09479132,11.41054301,0.365325763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-45.87731149,166.6309732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.475402123,0,94.52459788,0,0
28457,5005602,lcdb2000044871,0,G,0,0,0,0,2.104372944,166.6954748,-45.87863207,Southland,F,F.2,F.2.1,F.2.1.3,F.2.1.3.2,F.1,F.1.3,F.1.1.1.1,F.1.3.1.1,12.4750004,13.6700001,2048.350098,280,4.9499998,0,0,Fiordland,Westland South Island Province,2.1044199,623,87508.60156,37.4500008,4.5865698,3,0.0360072,9,0.0059009,1285,26.1850471,0.995315,0.9519388,0,0,0,0,0,0.9519388,0.9519388,0.9541792,0.9541792,33.3899994,18.8645821,0.118,2.3599999,0,2.3599999,37.4500008,333900,1260,5.5579805,1693153.25,58.9722404,9.4499998,2119.853027,362,1,1,5,5,0,11.1784964,0,0,0,100,0,2.864866018,Oligotrophic,0.416563744,0.005753571,0.01802743,4.364592613,25.30883959,2.820733196,3.882268797,3.761302968,3.787484715,88.77897811,12.43554187,0.557209168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-45.8786248,166.6954645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.23891093,0,0,0,0,0,0,0,0,0,0,0,0,0,63.76108907,0,0
28473,5005601,lcdb2000044926,0,L,0,0,0,0,2.612990662,166.677678,-45.85166935,Southland,F,F.2,F.2.1,F.2.1.4,F.2.1.4.2,F.1,F.1.3,F.1.1.1.1,F.1.3.1.1,36.1671982,12.6800003,1862.290039,280,5.48,0,0,Fiordland,Westland South Island Province,2.61305,645.5,315023,214.6499939,5.4495301,106,30.5792694,431,8.5653191,975,21.1381969,0.995315,0.8275271,20.8726425,0,0,0,0,0.8275271,0.8275271,0.8294747,0.8294747,70.5599976,29.0520744,8.4626999,2.29,0,2.29,214.6499939,705600,17520,30.7758236,3957837.25,544.2328491,7.1394367,2093.140869,362.4788818,1,1,5,5,0.6377551,100,0,0,0,100,0,2.040659428,Oligotrophic,0.360174867,0.004990136,0.016338058,4.276355937,21.14682834,3.364088993,3.765779034,3.618355847,1.151396186,30.67964997,6.581916062,0.391730192,2.636820875,2.204750153,3.049672344,146.7522102,94.75889365,220.851104,10.21092332,5.762582761,18.60839725,1.587464776,0.963003101,2.507420552,10.45513362,8.339845697,13.02450265,-45.85166328,166.6776746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.78981437,0,0,0,0,0,0,0,0,0,0,0,0,0,18.21018563,0,0
28475,5005603,lcdb2000045075,0,G,0,0,0,0,2.426467587,166.4912685,-45.76762108,Southland,C,C.3,C.3.1,C.3.1.1,C.3.1.1.2,C.1,C.1.2,C.1.2.1,C.1.2.1.1,6.8889899,13.6000004,2115.370117,280,4.3600001,0,0,Fiordland,Westland South Island Province,2.42664,718.7999878,55723.60156,14.6599998,4.0285201,15,0.5093098,54,0.2972484,30,0.0702918,0.995315,0.8920836,153.1015167,0,0,0,0,0.8920836,0.8920836,0.8941832,0.8941832,44.0099983,8.2099266,0.5585,1.9299999,0,1.9299999,14.6599998,440100,3660,10.0017881,2477380.25,63.8860855,9.4086952,2120.3479,364.4782715,1,1,5,5,0,99.3119736,0,0,0,100,0,3.42424798,Mesotrophic,0.371960277,0.006156848,0.01795425,4.107798614,34.51611926,2.568233429,3.923703157,3.643849042,3.71608628,49.8557587,12.1491985,0.64510791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-45.76761181,166.4912652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28476,5005604,lcdb2000045088,0,G,0,0,0,0,1.983134185,166.5017612,-45.76045288,Southland,F,F.2,F.2.1,F.2.1.4,F.2.1.4.1,F.1,F.1.3,F.1.1.1.1,F.1.3.1.1,23.2014008,13.1700001,1884.589966,280,4.5100002,0,0,Fiordland,Westland South Island Province,1.98327,597.2000122,153382,96.9499969,4.2748699,271,81.536171,1302,35.2016335,1047,21.3938713,0.995315,0.8933917,0,0,0,0,0,0.8933917,0.8933917,0.8954943,0.8954943,64.5299988,15.4090147,1.0106,1.58,0,1.58,96.9499969,645300,4260,9.9409323,3633221.5,169.1557007,8.9029846,2117.596924,365,1,1,5,5,0,100,0,0,0,100,0,2.327176571,Oligotrophic,0.381114477,0.00535663,0.016303884,4.02588439,23.1000803,3.638352717,3.780688868,3.428239574,3.296761483,70.70550371,11.97185974,1.015024249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-45.76044558,166.5017549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.01438936,0,0,0,0,0,0,0,0,0,0,0,0,0,9.985610639,0,0
28478,5003301,lcdb2000045108,Lake Kirirua,G,0,0,0,0,26.20713252,166.5340821,-45.75514334,Southland,E,E.2,E.2.1,E.2.1.1,E.2.1.1.2,E.1,E.1.1,E.1.1.3,E.1.1.3.2,18.9321003,13.4899998,1925.819946,1029,4.4299998,0,0,Fiordland,Westland South Island Province,26.2173004,3331.100098,1654490,34.9199982,4.1495399,324,88.8105774,1297,35.1353569,1757,51.9590988,0.995315,0.9469032,45.105648,0,0,0,0,0.9469032,0.9469032,0.9491317,0.9491317,103.8600006,103.2293777,0.8671,3.47,0,3.47,34.9199982,1038600,5820,13.928133,5849979,89.8242264,9.3116503,2123.980469,365,0.974026,0.974026,4.8701301,4.8701301,0,80.4511871,0,0,0,100,0,2.899526119,Oligotrophic,0.349623786,0.006072757,0.012915421,3.131803704,20.57924695,2.624700121,3.657394388,3.681899221,3.750464762,85.65256037,3.077861698,0.714570966,3.277188028,2.933979527,3.659999923,238.68626,157.000684,346.2156048,13.57704231,8.118082663,24.07527685,2.614188086,1.703107184,4.093894145,4.611359325,3.805257386,5.589186765,-45.75513545,166.5340773,0,0.60395289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.39604711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28483,5003300,lcdb2000045012,Lake Forster,G,0,0,0,0,10.52326431,166.5637451,-45.7995548,Southland,G,G.1,G.1.2,G.1.2.1,G.1.2.1.1,G.1,G.1.1,G.1.1.1,G.1.1.1.2,17.2992001,13.5100002,1960.699951,660,4.5999999,0,0,Fiordland,Westland South Island Province,10.5237999,1551.5,606845,30.8299999,4.35254,244,80.1111221,906,15.6924133,591,10.2849903,0.995315,0.9129319,617.3665771,0,0,0,0,0.9129319,0.9129319,0.9150805,0.9150805,110.6999969,35.5250778,1.2765,3.22,0,3.22,30.8299999,1107000,6120,16.4056835,6234984,131.2221832,9.1027269,2112.763672,363.7545471,0.989899,0.989899,4.9494948,4.9494948,0,100,0,0,0,100,0,2.172307253,Oligotrophic,0.370586019,0.006126583,0.014230135,3.958822987,27.20787451,2.343580494,3.729666188,3.784448121,3.819854405,82.93021406,2.565104678,0.585248138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-45.79955034,166.5637416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28484,5010788,lcdb2000044966,0,G,0,0,0,0,1.021433499,166.6336465,-45.82809196,Southland,G,G.1,G.1.1,G.1.1.1,G.1.1.1.2,G.1,G.1.1,G.1.1.1,G.1.1.1.1,27.6422005,10,2084.120117,340,5.7399998,0,0,Fiordland,Westland South Island Province,1.02147,372.1000061,94118.89844,690.1900024,5.9038,128,32.0711975,1330,40.6970367,976,21.1392708,0.995315,0.9458468,30936.05078,0,0,0,0,0.9458468,0.9458468,0.9480729,0.9480729,28.3500004,21.5004158,0.1914,3.8800001,0,3.8800001,690.1900024,283500,2640,27.7252693,1597801.25,795.019043,5.9214287,2079.75,363,1,1,5,5,0,0.5026455,0,0,0,100,0,2.721689463,Oligotrophic,0.449151119,0.00566415,0.017054842,4.281333333,21.02653388,3.245230444,3.805129306,3.568603175,1.404858668,28.09479132,11.41054301,0.365325763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-45.82808542,166.633643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.38947499,0,79.61052501,0,0
28489,5003073,lcdb2000044982,0,G,0,0,0,0,50.60033404,166.6554788,-45.82605686,Southland,G,G.1,G.1.2,G.1.2.1,G.1.2.1.1,G.1,G.1.1,G.1.1.1,G.1.1.1.2,36.8904991,9.4200001,1940.01001,1122,5.9899998,0,0,Fiordland,Westland South Island Province,50.601799,2994.600098,6222420,752.4400024,6.2731199,41,3.9613128,117,0.9698272,285,4.7804475,0.995315,0.9679615,768.7738037,0,0,0,0,0.9679615,0.9679615,0.9702396,0.9702396,164.9700012,244.1903229,0.4467,11.3900003,0,11.3900003,752.4400024,1649700,4800,24.7640743,9300866,864.671875,5.5903029,2078.539307,363,0.9385965,0.9385965,4.6929827,4.6929827,0,37.1746979,0,0,0,100,0,1.783206463,Microtrophic,0.320838208,0.004411299,0.008752935,2.415054119,13.98061884,3.812701494,3.377701851,3.469516293,1.336938083,42.24768774,2.145847493,1.489887109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-45.82604639,166.6554791,1.705241247,0,0,0,0,0,0,0,0,0,0,0,1.902582101,0,0,0,0.706101797,0,0,0,0,0,0,0,0,0,0,0,11.92299201,0,83.76308284,0,0
28490,5003302,lcdb2000044985,0,G,0,0,0,0,16.31620435,166.676867,-45.82216942,Southland,G,G.1,G.1.2,G.1.2.1,G.1.2.1.1,G.1,G.1.1,G.1.1.1,G.1.1.1.2,39.6337013,12.1999998,1929.380005,594,5.4000001,0,0,Fiordland,Westland South Island Province,16.3166008,1614.900024,2155620,297.75,5.4012699,274,81.7779617,1023,16.2657318,286,4.7919931,0.995315,0.7951078,560.8323975,0,0,0,0,0.7951078,0.7951078,0.7969791,0.7969791,1175.48999,11.8699694,6.1205001,4.27,0,4.27,297.75,11754900,19020,27.723093,66284988,708.8686523,6.349443,2086.755859,363.4087524,0.980198,0.980198,4.90099,4.90099,0,55.225235,0,0,0,100,0,2.212539434,Oligotrophic,0.258306755,0.003862643,0.009662609,3.016897941,13.59517635,3.692169897,3.335477235,3.614198704,1.086468493,34.5483978,2.15845027,1.510816621,2.741733608,2.306872908,3.222589233,136.7557446,87.92937909,206.1753893,13.9071235,6.794678257,26.75975422,1.79302087,1.066324913,2.928462168,9.940004681,7.814863723,12.6909508,-45.82216471,166.6768596,5.195028892,0,0,0,0,0,0,0,0,0,0,0,0.388033315,0,0,0,45.32077821,0.099049522,0,0,0,0,0,0,0,0,0,0,4.489838398,0,44.50727167,0,0
28492,5003891,lcdb2000045001,0,G,0,0,0,0,15.23168587,166.6473568,-45.80944365,Southland,G,G.1,G.1.2,G.1.2.1,G.1.2.1.1,G.1,G.1.1,G.1.1.1,G.1.1.1.2,17.8381004,10.8999996,2053.189941,649,5.6799998,0,0,Fiordland,Westland South Island Province,15.4073,1755.5,916126,531.8400269,5.8589602,285,82.6062393,1060,24.3253536,288,4.8013806,0.995315,0.8905752,490.1711121,0,0,0,0,0.8905752,0.8905752,0.8926712,0.8926712,297.9899902,19.9035149,1.4116,3.3900001,0,3.3900001,531.8400269,2979900,9180,23.3348141,16800344,737.5999146,6.2046514,2085.338867,363.2059937,0.9859649,0.9859649,4.9298244,4.9298244,0,65.9151306,0,0,0,100,0,2.861194372,Oligotrophic,0.290659845,0.003903434,0.010615046,2.803454292,13.82000675,3.239862728,3.380667858,3.544791406,1.408759168,43.83404201,2.217583007,1.489887109,3.029508105,2.606623642,3.444927181,167.8478458,105.199539,254.9952183,13.0205689,6.752223654,24.50424747,1.995676132,1.167606992,3.23402005,4.927032523,4.08423205,6.11161288,-45.80943209,166.6473557,2.687087569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.27785024,0,0,0,0,0,0,0,0,0,0,0,3.077197474,0,52.95786471,0,0
28495,100001437,lcdb2000045014,0,G,0,0,0,0,71.99589289,166.6639952,-45.80868778,Southland,G,G.1,G.1.2,G.1.2.1,G.1.2.1.1,G.1,G.1.1,G.1.1.1,G.1.1.1.2,38.7410011,10.8999996,1962.540039,1534,5.5799999,0,0,Fiordland,Westland South Island Province,72.1576996,3873.399902,9318190,475.480011,5.7044301,48,4.990232,142,1.2912214,287,4.7984304,0.995315,0.9061269,807.6470337,0,0,0,0,0.9061269,0.9061269,0.9082595,0.9082595,685.4400024,87.9960861,3.9503,7.8499999,0,7.8499999,475.480011,6854400,15300,25.8928776,38651040,705.8681641,6.36623,2087.799072,363.5574951,0.9832215,0.9832215,4.9161072,4.9161072,0,55.057354,0,0,0,100,0,2.24198842,Oligotrophic,0.224566864,0.003762967,0.007849707,2.661801269,10.93810535,4.021143064,3.226485753,3.466078406,1.379939859,43.83404201,2.209868178,1.489887109,2.522749828,2.099681477,2.922756241,127.0563239,80.26934856,186.612517,9.817735913,5.567434431,17.13151214,1.404059912,0.849884085,2.169606816,10.98769628,8.92518379,13.84874536,-45.80867834,166.6639955,3.476105699,0,0,0,0,0,0,0,0,0,0,0,0.307866086,0,0,0,48.29443498,0.16909795,0,0,0,0,0,0,0,0,0,0,3.088888355,0,44.66360693,0,0
28497,5003892,lcdb2000045027,0,G,0,0,0,0,11.63678832,166.678315,-45.80227388,Southland,G,G.1,G.1.2,G.1.2.1,G.1.2.1.1,G.1,G.1.1,G.1.1.1,G.1.1.1.2,27.6422005,10.9300003,1942.130005,510,6.0599999,0,0,Fiordland,Westland South Island Province,11.6370001,1338.900024,1072240,869.9799805,6.3929501,158,71.1184235,547,11.5067301,402,6.8966331,0.995315,0.9557034,871.4885254,0,0,0,0,0.9557034,0.9557034,0.9579527,0.9579527,51.3899994,135.0088501,0.6624,3.3,0,3.3,869.9799805,513900,3180,22.005949,2898838,956.5720215,5.7903848,2085.634522,364,0.948718,0.948718,4.7435899,4.7435899,0,9.464098,0,0,0,100,0,1.693635106,Microtrophic,0.359231346,0.004311008,0.009822052,3.072407851,19.29909978,3.136537869,3.483679275,3.613108798,1.336938083,40.634525,2.018269889,1.264140934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-45.80226413,166.6783081,9.071929825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77518797,0,89.15288221,0,0
28499,5005605,lcdb2000045066,0,G,0,0,0,0,1.297170785,166.5891405,-45.77948639,Southland,C,C.3,C.3.1,C.3.1.1,C.3.1.1.2,C.1,C.1.2,C.1.2.1,C.1.2.1.1,11.2392998,13.0699997,2070.75,450,4.4000001,0,0,Fiordland,Westland South Island Province,1.29723,569.5999756,48599.69922,139.3899994,4.0643001,32,2.6443124,884,15.6494913,659,10.5674925,0.995315,0.9923528,761.8016357,0,0,0,0,0.9923528,0.9923528,0.9946883,0.9946883,5.5799999,56.4157448,0,1.9400001,0,1.9400001,139.3899994,55800,660,6.9802089,314431.25,145.9584656,9.0500002,2117.833252,364.6666565,1,1,5,5,0,81.3799286,0,0,0,100,0,3.133277178,Mesotrophic,0.364414957,0.005169191,0.016529262,3.850820714,22.30880581,3.771617069,3.734299942,3.394227037,1.571060327,30.47349402,11.44983006,0.426436908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-45.77948208,166.5891356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
