"site","reference_period","parameter","period_start","period_end","p_value","slope","conf_low","conf_high","conf_level","z","trend_method","n","note","s","var_s","tau","alternative","trend_likelihood","lat","lon"
"Taumarunui (Manawatū-Whanganui)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.23596483551127512,0,0,0.047619047619047616,0.9,1.1851330753430258,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.2910897820014373,0.0468966954858451,-0.024444237583805054,0.12770760436971193,0.9,1.055733949649102,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-38.88784,175.25981
"Taupō (Waikato)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.5334177510139904,-0.06923076923076926,-0.28518518518518515,0.10769230769230759,0.9,-0.6227972723471145,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-38.74263,176.08104
"Taupō (Waikato)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.36016678313040396,0,0,0.05555555555555555,0.9,0.915047330854075,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-38.74263,176.08104
"Taupō (Waikato)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.6780128673453956,0.03981411336217516,-0.07771107844573062,0.1541959248303196,0.9,0.4151762723339166,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-38.74263,176.08104
"Taupō (Waikato)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.5131792073506307,0,0,0.0425531914893617,0.9,0.6538953851069048,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-38.74263,176.08104
"Taupō (Waikato)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.7308438817481107,0.023234826604473336,-0.08919421648552317,0.12248277881271134,0.9,0.3440031970766737,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-38.74263,176.08104
"Tauranga (Bay of Plenty)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.07136024742887978,-0.43243243243243246,-0.7772727272727273,-0.04000000000000057,0.9,-1.8031781080771487,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-37.673,176.196
"Tauranga (Bay of Plenty)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.06939660795699365,-0.04,-0.07142857142857142,0,0.9,-1.8158289954821407,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-37.673,176.196
"Tauranga (Bay of Plenty)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.1839918321087583,-0.11811962827907135,-0.24617877267537203,0.029055441396327562,0.9,-1.328564071468533,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-37.673,176.196
"Tauranga (Bay of Plenty)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.04608434185784248,-0.041666666666666664,-0.07692307692307693,0,0.9,-1.9946199883232392,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-37.673,176.196
"Tauranga (Bay of Plenty)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.165175121601918,-0.12266118699338256,-0.27244272241862677,0.022500643420200493,0.9,-1.3878749675162354,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-37.673,176.196
"Timaru (Canterbury)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.18788679191209895,0.125,-0.03076923076923066,0.3048780487804878,0.9,1.3168563151118045,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-44.30517,171.22141
"Timaru (Canterbury)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.10481389211411297,0.02,0,0.047619047619047616,0.9,1.6219507579219972,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-44.30517,171.22141
"Timaru (Canterbury)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.08435147266545195,0.16504790922699258,0.006319890432067349,0.30211880736311847,0.9,1.7259774333202282,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-44.30517,171.22141
"Timaru (Canterbury)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.09160224531696241,0.022727272727272728,0,0.05,0.9,1.6870057552345479,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-44.30517,171.22141
"Timaru (Canterbury)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.06082382386495479,0.16876844569473318,0.01512999028492521,0.309309530865403,0.9,1.8747739829282264,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-44.30517,171.22141
"Waiouru (Manawatū-Whanganui)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.9668803293197425,-0.004999999999999716,-0.17352941176470585,0.15000000000000036,0.9,-0.04152127896457244,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)","1961-1990","Very wet days","1960-01-01","2022-12-31",6.715127522035864e-5,0.10526315789473684,0.057692307692307696,0.14893617021276595,0.9,3.9861598686161783,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",3.108304248341523e-4,0.24335762725957408,0.13475775796930164,0.3259026419944321,0.9,3.606102479700304,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)","1991-2020","Very wet days","1960-01-01","2022-12-31",2.4920996739940485e-4,0.0784313725490196,0.041666666666666664,0.1111111111111111,0.9,3.66307044445748,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",6.347649856993176e-4,0.20387772877176685,0.10595580922835524,0.28778342959518227,0.9,3.4163076123476563,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-39.46249,175.66283
"Wellington (Wellington)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.7086338420038814,-0.05000000000000071,-0.21481481481481524,0.14107142857142868,0.9,-0.373691510681152,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-41.285,174.768
"Wellington (Wellington)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.75975082721111,0,0,0.029411764705882353,0.9,0.305808012832994,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-41.285,174.768
"Wellington (Wellington)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.8681014623147123,0.009463291983037001,-0.08683870293453996,0.08531739860970321,0.9,0.16607050893356662,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-41.285,174.768
"Wellington (Wellington)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.9141380648601627,0,-0.03225806451612903,0.022727272727272728,0.9,-0.10782052039520053,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-41.285,174.768
"Wellington (Wellington)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.8681014623147123,-0.012112629191868111,-0.10722716861031632,0.0819861458636613,0.9,-0.16607050893356662,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-41.285,174.768
"Whanganui (Manawatū-Whanganui)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.35476253098402044,0.09375,-0.09499999999999993,0.25862068965517243,0.9,0.9253910531526973,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.007837943473881068,0.05405405405405406,0,0.09090909090909091,0.9,2.658972180007662,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.02735843029371631,0.1384276622629752,0.0423308419558829,0.24734518320361182,0.9,2.206365332974528,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.006088550789243791,0.045454545454545456,0,0.075,0.9,2.742973990334008,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.05244043407291878,0.12847169328443295,0.014213047300514484,0.22524783950637772,0.9,1.9395004147619062,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-39.93704,175.04509
"Whangaparāoa (Auckland)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.8681014623147123,-0.03125,-0.3333333333333333,0.2666666666666666,0.9,-0.16607050893356662,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-36.606,174.835
"Whangaparāoa (Auckland)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.6107840032319976,0,-0.03571428571428571,0,0.9,-0.5089546627177481,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-36.606,174.835
"Whangaparāoa (Auckland)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.7758798895665089,0.021278832147735294,-0.09585476209861818,0.13656943172733188,0.9,0.28469230102897136,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-36.606,174.835
"Whangaparāoa (Auckland)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.3153277175334051,0,-0.047619047619047616,0,0.9,-1.0041055978247986,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-36.606,174.835
"Whangaparāoa (Auckland)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.84018484453282,-0.007753876526489536,-0.11906908628943659,0.110186539823095,0.9,-0.20165704656218805,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-36.606,174.835
"Whangārei (Northland)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.618334958815172,-0.11333333333333352,-0.5,0.28666666666666646,0.9,-0.49821152680069986,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-35.769,174.364
"Whangārei (Northland)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.2017080863429442,-0.02631578947368421,-0.06976744186046512,0,0.9,-1.2767002693236338,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-35.769,174.364
"Whangārei (Northland)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.9149796885444033,-0.0117416896550916,-0.14681058732826538,0.12484761203204607,0.9,-0.10675961288586426,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-35.769,174.364
"Whangārei (Northland)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.1574679186364255,-0.03225806451612903,-0.07407407407407407,0,0.9,-1.413639018890167,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-35.769,174.364
"Whangārei (Northland)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.7130763917231708,-0.02976574829442787,-0.16417005790718875,0.1173120251200232,0.9,-0.36772755549575464,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-35.769,174.364
"Auckland (Auckland)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.08222826651692401,-0.20000000000000023,-0.3187499999999999,-0.08200000000000003,0.66,-1.7379009599781385,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-37.00813,174.78873
"Auckland (Auckland)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.10561568844870561,-0.023809523809523808,-0.04,0,0.66,-1.6182177055921454,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-37.00813,174.78873
"Auckland (Auckland)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.09917982149046109,-0.09467780136861291,-0.1491823271445899,-0.03653236368201647,0.66,-1.6488429101261257,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-37.00813,174.78873
"Auckland (Auckland)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.11194054843250358,-0.029411764705882353,-0.04878048780487805,0,0.66,-1.5895310557463491,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-37.00813,174.78873
"Auckland (Auckland)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.07138016786907826,-0.10446000508115182,-0.16266457814612637,-0.04476874456195153,0.66,-1.803051239850152,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-37.00813,174.78873
"Blenheim (Marlborough)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.2450018330348531,-0.12000000000000029,-0.21599999999999994,-0.024999999999999762,0.66,-1.1625753591550039,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-41.52133,173.86439
"Blenheim (Marlborough)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.809931213329455,0,0,0,0.66,-0.24051477146159916,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-41.52133,173.86439
"Blenheim (Marlborough)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.46931568203992324,-0.05714961851223163,-0.12311785635477251,0.016526104791515308,0.66,-0.7235929317819688,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-41.52133,173.86439
"Blenheim (Marlborough)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.4235788639736176,0,-0.022222222222222223,0,0.66,-0.800227733966854,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-41.52133,173.86439
"Blenheim (Marlborough)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.21732715054856988,-0.0951486722944336,-0.16125938089646433,-0.023721087559417726,0.66,-1.2336666377922092,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-41.52133,173.86439
"Christchurch (Canterbury)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.5491110431600242,0.050000000000000204,-0.03888888888888885,0.14117647058823563,0.66,0.5990927393459737,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-43.493,172.537
"Christchurch (Canterbury)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.6098039771348243,0,0,0.017241379310344827,0.66,0.510353286753974,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-43.493,172.537
"Christchurch (Canterbury)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.7353043682615208,0.02622583670647711,-0.04702118226110176,0.10824225173514623,0.66,0.33807805394932305,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-43.493,172.537
"Christchurch (Canterbury)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.5520696736680604,0,0,0.018518518518518517,0.66,0.5946616318066155,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-43.493,172.537
"Christchurch (Canterbury)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.669351321245504,0.03399048437660841,-0.03833367471367839,0.10691499177791516,0.66,0.42703845154345704,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-43.493,172.537
"Dannevirke (Manawatū-Whanganui)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.597585223121138,-0.0625,-0.1794871794871795,0.0695652173913041,0.66,-0.5278762596752589,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-40.21,176.109
"Dannevirke (Manawatū-Whanganui)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.5337439975321139,0,-0.03125,0,0.66,-0.6223009486432662,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-40.21,176.109
"Dannevirke (Manawatū-Whanganui)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.7487569632600206,-0.017148013638393116,-0.08777254883171981,0.042215769772825054,0.66,-0.32027883865759277,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-40.21,176.109
"Dannevirke (Manawatū-Whanganui)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.5296578140993089,0,-0.027777777777777776,0,0.66,-0.6285284519463857,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-40.21,176.109
"Dannevirke (Manawatū-Whanganui)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.7849838037825136,-0.016872914924258946,-0.08260049909320889,0.047815502604845704,0.66,-0.2728301218194309,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-40.21,176.109
"Dunedin (Otago)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.04073060955361933,0.24651162790697678,0.13392857142857142,0.3628571428571427,0.66,2.046261905482745,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-45.90129,170.5147
"Dunedin (Otago)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.3817137453691159,0,0,0.03125,0.66,0.8747430226512657,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-45.90129,170.5147
"Dunedin (Otago)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.06953721601007268,0.1202290259307189,0.05444253986957222,0.18058148858551576,0.66,1.8149134190596923,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-45.90129,170.5147
"Dunedin (Otago)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.5052901594563204,0,0,0.022222222222222223,0.66,0.6661892246135019,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-45.90129,170.5147
"Dunedin (Otago)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.12305335325112741,0.11819827602393966,0.04669526793229224,0.18690114460266083,0.66,1.5420832972402614,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-45.90129,170.5147
"Gisborne (Gisborne)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.9574255535941192,-0.010869565217391304,-0.17674418604651182,0.14677419354838722,0.66,-0.05338450152587885,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-38.6586,177.9851
"Gisborne (Gisborne)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.13778971298045264,0.023255813953488372,0,0.044444444444444446,0.66,1.484072405311715,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-38.6586,177.9851
"Gisborne (Gisborne)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.0751759303843633,0.1347107318556839,0.07144351741779616,0.2052378518815885,0.66,1.77938947758178,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-38.6586,177.9851
"Gisborne (Gisborne)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.10228378224344697,0.02631578947368421,0,0.045454545454545456,0.66,1.6338812749498817,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-38.6586,177.9851
"Gisborne (Gisborne)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.09676095196349772,0.14082142882329038,0.06932612798231376,0.21698768046648048,0.66,1.6607635124096614,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-38.6586,177.9851
"Gore (Southland)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.05765300281223365,0.13571428571428573,0.07586206896551721,0.2080000000000001,0.66,1.8983271256822971,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-46.115,168.887
"Gore (Southland)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.40442943960057004,0,0,0.025,0.66,0.8337365808541012,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-46.115,168.887
"Gore (Southland)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.2129374296357231,0.05084467226827571,0.007949521240107496,0.09780244268246027,0.66,1.2455288170017496,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-46.115,168.887
"Gore (Southland)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.40442943960057004,0,0,0.025,0.66,0.8337365808541012,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-46.115,168.887
"Gore (Southland)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.2129374296357231,0.05084467226827571,0.007949521240107496,0.09780244268246027,0.66,1.2455288170017496,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-46.115,168.887
"Hamilton (Waikato)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.03272486813346673,-0.23157894736842116,-0.34516129032258075,-0.1280000000000001,0.66,-2.1354426731542775,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-37.86088,175.33175
"Hamilton (Waikato)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.7334568962052074,0,0,0.025,0.66,0.34053071494460924,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-37.86088,175.33175
"Hamilton (Waikato)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.9243962949511572,-0.008901145076232972,-0.07163410772674252,0.05192932041608428,0.66,-0.09489743367632378,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-37.86088,175.33175
"Hamilton (Waikato)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.7651699368865703,0,0,0.023809523809523808,0.66,0.2986987159350145,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-37.86088,175.33175
"Hamilton (Waikato)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.9149796885444033,-0.008901145076232972,-0.07477016979429887,0.05119029675154329,0.66,-0.10675961288586426,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-37.86088,175.33175
"Hokitika (West Coast)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.03734956655579941,0.4658536585365852,0.25744680851063817,0.6761904761904757,0.66,2.081922310417497,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-42.71228,170.98428
"Hokitika (West Coast)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.20336949005492128,0.024390243902439025,0,0.047619047619047616,0.66,1.2720102144773306,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-42.71228,170.98428
"Hokitika (West Coast)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.11194033225545356,0.08304153125796018,0.03359282797450137,0.13482174315042705,0.66,1.5895320140784235,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-42.71228,170.98428
"Hokitika (West Coast)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.19498948797536347,0.021739130434782608,0,0.045454545454545456,0.66,1.2959593560229357,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-42.71228,170.98428
"Hokitika (West Coast)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.0812043770863147,0.08298877917928865,0.032873203382709715,0.13032571199014717,0.66,1.7437403438024495,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-42.71228,170.98428
"Invercargill (Southland)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.7986773101317938,-0.017241379310344827,-0.09999999999999996,0.05624999999999991,0.66,-0.25505928506808784,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-46.41741,168.33052
"Invercargill (Southland)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.7925900971984903,0,0,0.020833333333333332,0.66,0.26294872888721954,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-46.41741,168.33052
"Invercargill (Southland)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.7219413863342947,-0.019571212525576136,-0.07304787016884404,0.030834689964304118,0.66,-0.3558653762862142,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-46.41741,168.33052
"Invercargill (Southland)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.7559792883013796,0,0,0.020833333333333332,0.66,0.31076498785127427,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-46.41741,168.33052
"Invercargill (Southland)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.7308438817481107,-0.0185854961207653,-0.06976613188235466,0.030834689964304118,0.66,-0.3440031970766737,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-46.41741,168.33052
"Kerikeri (Northland)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.09796444371469476,0.4340425531914895,0.20000000000000082,0.6451612903225806,0.66,1.6548031061730024,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-35.183,173.926
"Kerikeri (Northland)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.07127660038987081,0.038461538461538464,0,0.0625,0.66,1.8037111518904543,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-35.183,173.926
"Kerikeri (Northland)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.00734348761641034,0.1815478772173829,0.12698952760915927,0.23659543307637407,0.66,2.680852501356147,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-35.183,173.926
"Kerikeri (Northland)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.02394831798815226,0.043478260869565216,0.02,0.06521739130434782,0.66,2.2579573593782976,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-35.183,173.926
"Kerikeri (Northland)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.004754710072748325,0.18992908636151792,0.11562663780396333,0.25697330848814515,0.66,2.8231986518706327,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-35.183,173.926
"Lake Tekapo (Canterbury)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.3672414921503239,0.11538461538461539,-0.002857142857142898,0.28222222222222215,0.66,0.9016525015442152,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-44.002,170.441
"Lake Tekapo (Canterbury)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.6554633181739866,0,0,0,0.66,-0.4461854140064689,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-44.002,170.441
"Lake Tekapo (Canterbury)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.5934812530666839,-0.03561244319586478,-0.1198275934892937,0.03676984397648139,0.66,-0.5337980644293213,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-44.002,170.441
"Lake Tekapo (Canterbury)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.55987982903915,0,-0.01818181818181818,0,0.66,-0.5830200112500247,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-44.002,170.441
"Lake Tekapo (Canterbury)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.5218101043966319,-0.04685055788987615,-0.1254710133739382,0.028616603301939374,0.66,-0.6405576773151855,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-44.002,170.441
"Masterton (Wellington)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.614142467753178,0.06666666666666703,-0.04814814814814831,0.19285714285714273,0.66,0.5041692204714736,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-40.957,175.707
"Masterton (Wellington)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.017422407000365066,0.06060606060606061,0.03333333333333333,0.08333333333333333,0.66,2.3776700640666215,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-40.957,175.707
"Masterton (Wellington)","1961-1990","Rainfall due to very wet days","1960-01-01","2022-12-31",0.01824669410309552,0.17050419409093473,0.10843256402409841,0.228023231989224,0.66,2.3605736626985543,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-40.957,175.707
"Masterton (Wellington)","1991-2020","Very wet days","1960-01-01","2022-12-31",0.04430342265513332,0.047619047619047616,0.022222222222222223,0.07142857142857142,0.66,2.0112086485363188,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-40.957,175.707
"Masterton (Wellington)","1991-2020","Rainfall due to very wet days","1960-01-01","2022-12-31",0.05172716859913974,0.14535163119082858,0.0781222260194936,0.21189994101843077,0.66,1.9453973903646375,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-40.957,175.707
"Milford Sound (Southland)",NA,"Maximum one-day rainfall","1960-01-01","2022-12-31",0.6478737514985895,0.17142857142857143,-0.207692307692309,0.571052631578947,0.66,0.4567179997212173,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-44.67384,167.92406
"Milford Sound (Southland)","1961-1990","Very wet days","1960-01-01","2022-12-31",0.1465220125034311,0.045454545454545456,0,0.07142857142857142,0.66,1.4519266104959145,"Sen's slope",63,NA,NA,NA,NA,NA,NA,-44.67384,167.92406
