"site","statistic","season","p_value","slope","conf_low","conf_high","conf_level","intercept","r_squared","sigma","trend_method","n","note","s","var_s","tau","z","alternative","trend_likelihood","period_start","period_end","lat","lon"
"Whangaparāoa (Auckland)","Average","Annual",3.8442679982170176e-5,0.01922624434389141,0.012239084237162164,0.026213404450620655,0.9,-0.5615980392156857,0.29481473569798256,0.4465340459087967,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-01-01","2022-12-31",-36.606,174.835
"Whangaparāoa (Auckland)","Maximum","Annual",1.545423420862399e-5,0.022725490196078436,0.014933331150819858,0.030517649241337014,0.9,-0.6473006535947717,0.3195633846246755,0.4979797588283561,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-01-01","2022-12-31",-36.606,174.835
"Whangaparāoa (Auckland)","Minimum","Annual",4.098324863416272e-4,0.01594419306184012,0.009029206793255234,0.022859179330425004,0.9,-0.48610130718954214,0.22693314492081604,0.44192157453801345,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-01-01","2022-12-31",-36.606,174.835
"Whangārei (Northland)","Average","Annual",3.195110634005272e-7,0.02465233785822022,0.0177936882713328,0.03151098744510764,0.9,-0.7744575163398685,0.4163451580866583,0.43832122102855026,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-01-01","2022-12-31",-35.769,174.364
"Whangārei (Northland)","Maximum","Annual",0.012366219446552874,0.01189441930618401,0.0043622753337068275,0.019426563278661192,0.9,-0.252571895424836,0.12102723597892859,0.4813627669929282,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-01-01","2022-12-31",-35.769,174.364
"Whangārei (Northland)","Minimum","Annual",3.851161833600867e-10,0.03722398190045249,0.02937546748984382,0.04507249631106115,0.9,-1.2888692810457507,0.5539739793090743,0.5015813063689953,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-01-01","2022-12-31",-35.769,174.364
"Auckland (Auckland)","Average","Summer",1.7956699784666468e-4,0.027190076030412173,0.01617746433357811,0.038202687727246235,0.9,-0.8542358276643983,0.25573100918029906,0.6831885462645068,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-37.00813,174.78873
"Auckland (Auckland)","Maximum","Summer",1.1972795623576551e-4,0.03185274109643858,0.019341591678437832,0.044363890514439334,0.9,-0.9924671201814044,0.2675885846262479,0.7761532158115784,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-37.00813,174.78873
"Auckland (Auckland)","Minimum","Summer",0.0012075335715739273,0.02229851940776309,0.011641344181583588,0.032955694633942594,0.9,-0.704167800453514,0.19792333473688908,0.6611383612256856,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-37.00813,174.78873
"Blenheim (Marlborough)","Average","Summer",0.06361485171974827,0.01493717486994798,0.0019974938517497796,0.02787685588814618,0.9,-0.43267573696145156,0.0698634123181437,0.8027379977894507,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-41.52133,173.86439
"Blenheim (Marlborough)","Maximum","Summer",0.12371051231811005,0.015039615846338514,-7.483477135627799e-4,0.030827579406239806,0.9,-0.4139546485260762,0.04865980653881033,0.979436683131832,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-41.52133,173.86439
"Blenheim (Marlborough)","Minimum","Summer",0.06490547120550359,0.015156462585034003,0.001960754514980484,0.028352170655087522,0.9,-0.46448979591836664,0.06921392218664753,0.8186211283470919,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-41.52133,173.86439
"Christchurch (Canterbury)","Average","Summer",0.24227664242298555,0.009418167266906757,-0.003666816187564979,0.02250315072137849,0.9,-0.22549659863945418,0.028372621401988655,0.8117521138719187,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-43.493,172.537
"Christchurch (Canterbury)","Maximum","Summer",0.09472376127003057,0.017243697478991613,6.049565278888475e-4,0.03388243843009438,0.9,-0.5088253968253964,0.05708297795869487,1.0322162948252813,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-43.493,172.537
"Christchurch (Canterbury)","Minimum","Summer",0.7876301109308054,0.002117647058823523,-0.010740343135221542,0.014975637252868587,0.9,0.04177777777777799,0.001526549095192402,0.7976701504038596,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-43.493,172.537
"Dannevirke (Manawatū-Whanganui)","Average","Summer",0.0049877284966103105,0.025131652661064444,0.011087941526296536,0.03917536379583235,0.9,-0.6946349206349214,0.15290560521689045,0.8712286293612811,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)","Maximum","Summer",0.009835082802059506,0.028843537414965967,0.011197497389127401,0.046489577440804536,0.9,-0.7803990929705216,0.1308858298033609,1.0947060301820792,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)","Minimum","Summer",0.010857146809771066,0.020757102841136445,0.007874994707120922,0.03363921097515197,0.9,-0.58330612244898,0.12766097861956405,0.7991663531939796,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-40.21,176.109
"Dunedin (Otago)","Average","Summer",0.7669726591232939,0.0020760304121648604,-0.009382073799880361,0.013534134624210083,0.9,0.06328344671201819,0.0018469379559097846,0.7108255312247888,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-45.90129,170.5147
"Dunedin (Otago)","Maximum","Summer",0.8364817349650655,-0.0016182472989195772,-0.014444868182250995,0.011208373584411842,0.9,0.20526530612244878,8.963736390647976e-4,0.7957240948837201,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-45.90129,170.5147
"Dunedin (Otago)","Minimum","Summer",0.41776160024186904,0.005840736294517808,-0.005913154087996306,0.017594626677031922,0.9,-0.08049433106576022,0.013727209224295463,0.7291751951710697,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-45.90129,170.5147
"Gisborne (Gisborne)","Average","Summer",0.0034160044886433925,0.021803921568627437,0.010161501763968517,0.03344634137328636,0.9,-0.6922222222222225,0.1650629877246554,0.7222599034916175,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-38.6586,177.9851
"Gisborne (Gisborne)","Maximum","Summer",0.46433057602993844,0.0063097238895557925,-0.007760449062763288,0.020379896841874873,0.9,-0.08800907029478448,0.011208304601320166,0.872870239104908,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-38.6586,177.9851
"Gisborne (Gisborne)","Minimum","Summer",9.921567344793882e-6,0.03677150860344138,0.024525252188001,0.04901776501888176,0.9,-1.2763401360544218,0.3369552952277073,0.7597200689507946,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-38.6586,177.9851
"Gore (Southland)","Average","Summer",0.02613236910018934,0.017853541416566632,0.005059034108603536,0.03064804872452973,0.9,-0.4861541950113372,0.09889827458540482,0.7937318674743449,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-46.115,168.887
"Gore (Southland)","Maximum","Summer",0.09525251581339156,0.016228891556622625,5.435416434028048e-4,0.031914241469842446,0.9,-0.39361451247165513,0.05690593722955876,0.9730708482115497,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-46.115,168.887
"Gore (Southland)","Minimum","Summer",0.007881678170258187,0.018849139655862344,0.007669101892197662,0.03002917741952703,0.9,-0.5608752834467126,0.13809260066939205,0.6935751443171447,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-46.115,168.887
"Hamilton (Waikato)","Average","Summer",0.0020179193678698183,0.026125650260104043,0.01296726530093595,0.03928403521927214,0.9,-0.8002040816326522,0.1818027106701121,0.8163057173828412,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-37.86088,175.33175
"Hamilton (Waikato)","Maximum","Summer",0.01688449179357662,0.023282913165266095,0.00781277093930265,0.03875305539122954,0.9,-0.6026031746031751,0.11321815965075563,0.9597200254413346,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-37.86088,175.33175
"Hamilton (Waikato)","Minimum","Summer",0.0036863322100110013,0.02779991996798718,0.012823177133201595,0.042776662802772765,0.9,-0.9520090702947848,0.1626244680568334,0.9291110452950989,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-37.86088,175.33175
"Hokitika (West Coast)","Average","Summer",0.022479251630876322,0.019066826730692283,0.00576826334506156,0.03236539011632301,0.9,-0.5384263038548753,0.10383604389637612,0.8250019556621027,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-42.71228,170.98428
"Hokitika (West Coast)","Maximum","Summer",0.10547452014217282,0.015305322128851538,4.765073982651233e-5,0.030562993517876565,0.9,-0.39206349206349184,0.05367382710429947,0.9465389884441532,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-42.71228,170.98428
"Hokitika (West Coast)","Minimum","Summer",0.004023932206391295,0.02232573029211683,0.01017247008826971,0.03447899049596395,0.9,-0.6730839002267565,0.15981389189003994,0.7539508701126323,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-42.71228,170.98428
"Invercargill (Southland)","Average","Summer",0.007786488789022667,0.01870828331332532,0.007630159561514874,0.029786407065135766,0.9,-0.5270612244897945,0.13848742739791403,0.6872527125889202,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-46.41741,168.33052
"Invercargill (Southland)","Maximum","Summer",0.039467299144935235,0.017679071628651462,0.0039430057411977935,0.03141513751610513,0.9,-0.4934829931972781,0.08539654388248237,0.8521432647753107,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-46.41741,168.33052
"Invercargill (Southland)","Minimum","Summer",0.0021747051768978335,0.01989595838335333,0.009794757369133223,0.029997159397573435,0.9,-0.5657913832199543,0.17943595144049013,0.6266474317272551,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-46.41741,168.33052
"Kerikeri (Northland)","Average","Summer",0.005751645942871484,0.01776870748299317,0.007659273276579013,0.027878141689407332,0.9,-0.5175464852607685,0.148304870881963,0.6271581936392354,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-35.183,173.926
"Kerikeri (Northland)","Maximum","Summer",0.01962165798384874,0.015767907162865132,0.005025807524982754,0.026510006800747513,0.9,-0.4547482993197273,0.10829407240540147,0.6664068104338181,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-35.183,173.926
"Kerikeri (Northland)","Minimum","Summer",0.03119727645700236,0.019574229691876745,0.005069248657888022,0.03407921072586547,0.9,-0.5758095238095229,0.09309184022839767,0.8998443946819489,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-35.183,173.926
"Lake Tekapo (Canterbury)","Average","Summer",0.49440616833035356,0.005485394157663059,-0.00761802059605895,0.01858880891138507,0.9,-0.08543310657596333,0.009781177885587838,0.8128955349683131,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-44.002,170.441
"Lake Tekapo (Canterbury)","Maximum","Summer",0.02794560701131276,0.02357583033213283,0.006468627841538933,0.04068303282272673,0.9,-0.7940725623582753,0.09669895718603981,1.0612782073812095,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-44.002,170.441
"Lake Tekapo (Canterbury)","Minimum","Summer",0.11711744058214839,-0.012822729091636653,-0.026040367271763003,3.949090884896953e-4,0.9,0.6278684807256237,0.0503753934256372,0.819981604901839,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-44.002,170.441
"Masterton (Wellington)","Average","Summer",0.008493343275600572,0.025976790716286502,0.010409818934383874,0.04154376249818913,0.9,-0.6559637188208631,0.135662373206983,0.9657270331683523,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-40.957,175.707
"Masterton (Wellington)","Maximum","Summer",0.0033657781607799838,0.03847619047619046,0.01796669195283594,0.05898568899954498,0.9,-0.9880317460317459,0.1655367868011194,1.2723461851299807,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-40.957,175.707
"Masterton (Wellington)","Minimum","Summer",0.08756735448239228,0.013915966386554615,7.908360774848619e-4,0.027041096695624368,0.9,-0.3426349206349199,0.059586983729662056,0.814242701208054,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-40.957,175.707
"Milford Sound (Southland)","Average","Summer",0.022181623564386386,0.020952380952380945,0.006372914183863735,0.03553184772089815,0.9,-0.6069523809523807,0.10427311953541928,0.9044652604757177,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-44.67384,167.92406
"Milford Sound (Southland)","Maximum","Summer",0.12022310360086921,0.016625850340136045,-6.608353539236597e-4,0.03391253603419575,0.9,-0.4379591836734675,0.049554679881899655,1.0724127930935117,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-44.67384,167.92406
"Milford Sound (Southland)","Minimum","Summer",0.0025343447618520875,0.025352541016406542,0.01226477136534937,0.038440310667463715,0.9,-0.7769342403628108,0.17458181744196805,0.8119249609355593,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-44.67384,167.92406
"Napier (Hawke's Bay)","Average","Summer",0.0419612583289811,0.015489395758303317,0.0032977306227371557,0.02768106089386948,0.9,-0.4394240362811786,0.08339471602145804,0.7563333939128735,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-39.49846,176.91189
"Napier (Hawke's Bay)","Maximum","Summer",0.04674355945536289,0.01612645058023209,0.0031316894331721353,0.02912121172729204,0.9,-0.43500226757369653,0.07987334382327241,0.8061549995144766,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-39.49846,176.91189
"Napier (Hawke's Bay)","Minimum","Summer",0.06364658037602895,0.015194877951180458,0.002030321662942201,0.028359434239418717,0.9,-0.4465804988662118,0.06984728280518204,0.8166885676505193,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-39.49846,176.91189
"Nelson (Nelson)","Average","Summer",3.1603583241396384e-5,0.031484593837535005,0.020212598693359087,0.04275658898171092,0.9,-1.0295238095238108,0.30543596408774604,0.6992798972712349,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-41.299,173.226
"Nelson (Nelson)","Maximum","Summer",0.0021831128038821822,0.024254501800720276,0.011935352235360507,0.03657365136608005,0.9,-0.7891564625850345,0.1793137843091277,0.764242135695451,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-41.299,173.226
"Nelson (Nelson)","Minimum","Summer",6.252752764146101e-6,0.03709963985594236,0.025074043743501785,0.04912523596838294,0.9,-1.207374149659864,0.3491543425115826,0.7460309826763681,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-41.299,173.226
"New Plymouth (Taranaki)","Average","Summer",0.014706131871334448,0.0201984793917567,0.007071715027476434,0.03332524375603696,0.9,-0.5652834467120171,0.11774186725727472,0.8143440729656823,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-39.0079,174.18382
"New Plymouth (Taranaki)","Maximum","Summer",0.024672639668373332,0.022048819527811136,0.0064126424620939496,0.03768499659352832,0.9,-0.5602448979591831,0.1007830060629907,0.9700203160466254,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-39.0079,174.18382
"New Plymouth (Taranaki)","Minimum","Summer",0.02317353692782507,0.01820888355342136,0.005440165682699571,0.030977601424143148,0.9,-0.5632154195011327,0.1028385480093937,0.7921319701363743,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-39.0079,174.18382
"Queenstown (Otago)","Average","Summer",0.003446004036999479,0.024685074029611842,0.011490840587338227,0.037879307471885455,0.9,-0.8305804988662134,0.16478323354504848,0.818529646976735,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-45.01758,168.74005
"Queenstown (Otago)","Maximum","Summer",0.0018568621816749935,0.03341336534613844,0.016731530094637077,0.0500952005976398,0.9,-1.1384852607709732,0.18442852294814593,1.0348897326302362,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-45.01758,168.74005
"Queenstown (Otago)","Minimum","Summer",0.030770067519102984,0.01599199679871948,0.004173130465645557,0.027810863131793404,0.9,-0.5251292517006806,0.093543573183749,0.7332061032269556,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-45.01758,168.74005
"Reefton (West Coast)","Average","Summer",4.32362691701717e-4,0.034509803921568626,0.019497175640132192,0.04952243220300506,0.9,-1.080444444444445,0.22948971921667713,0.931337267993616,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-42.11578,171.86014
"Reefton (West Coast)","Maximum","Summer",0.0016646197855823598,0.037386154461784706,0.018931706054053955,0.055840602869515456,0.9,-1.2206802721088432,0.1878702980735183,1.1448571988981922,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-42.11578,171.86014
"Reefton (West Coast)","Minimum","Summer",4.5178910152253356e-4,0.031484593837535005,0.01773623984338609,0.04523294783168392,0.9,-0.9410793650793645,0.22815830842289941,0.8529055811068564,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-42.11578,171.86014
"Rotorua (Bay of Plenty)","Average","Summer",0.057653900976809155,0.01359743897559023,0.0020979253984162345,0.025096952552764226,0.9,-0.3367346938775519,0.07305072670972385,0.7133944408297825,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-38.10595,176.31485
"Rotorua (Bay of Plenty)","Maximum","Summer",0.11939404546802136,0.01137414965986395,-4.249570367971852e-4,0.023173256356525083,0.9,-0.24648526077097713,0.049771523801123346,0.7319802761800028,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-38.10595,176.31485
"Rotorua (Bay of Plenty)","Minimum","Summer",0.06970042050648909,0.015918367346938776,0.0018055938678877559,0.030031140825989795,0.9,-0.42680725623582705,0.06691259991229795,0.8755130447108174,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-38.10595,176.31485
"Tara Hills (Canterbury)","Average","Summer",0.025279706619060628,0.018540216086434573,0.0053340562763510985,0.03174637589651805,0.9,-0.57366439909297,0.0999859653917245,0.8192695221408232,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-44.52612,169.88948
"Tara Hills (Canterbury)","Maximum","Summer",0.017007434806696097,0.027169267707082848,0.009095466223694035,0.04524306919047166,0.9,-0.8828163265306138,0.11298045421866405,1.12124303487968,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-44.52612,169.88948
"Tara Hills (Canterbury)","Minimum","Summer",0.21952681245628175,0.010100040016006399,-0.003254131142559685,0.023454211174572484,0.9,-0.26221768707483056,0.031235175468837185,0.8284516908020093,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)","Average","Summer",0.43749722144091285,0.0073341336534613714,-0.008073539800018797,0.022741807106941542,0.9,-0.07079818594104381,0.012610298829678214,0.9558446549992761,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)","Maximum","Summer",0.38614511170191945,-0.010160864345738289,-0.029270256451752907,0.008948527760276331,0.9,0.6424353741496611,0.015686081436465625,1.185487890820644,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)","Minimum","Summer",0.015637800385722146,0.023620648259303708,0.00811940831773997,0.03912188820086745,0.9,-0.749659863945578,0.11573069794221454,0.9616492320362805,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-38.88784,175.25981
"Taupō (Waikato)","Average","Summer",0.05901142045098312,0.015279711884753898,0.0022849165096098835,0.028274507259897913,0.9,-0.41763265306122466,0.07229598087632444,0.8061571229194994,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-38.74263,176.08104
"Taupō (Waikato)","Maximum","Summer",0.7137607155475625,0.0034973989595838296,-0.012093184360409865,0.019087982279577524,0.9,-0.011405895691608827,0.0028284517760072945,0.9671918203439632,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-38.74263,176.08104
"Taupō (Waikato)","Minimum","Summer",0.0016414181564826176,0.027665466186474582,0.014029034906746235,0.04130189746620293,0.9,-0.8485804988662121,0.1883116251610819,0.8459622402660141,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-38.74263,176.08104
"Tauranga (Bay of Plenty)","Average","Summer",9.391793223921782e-6,0.031228491396558606,0.020862168669123073,0.04159481412399414,0.9,-0.9369931972789102,0.33841596929203765,0.6430947670933858,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-37.673,176.196
"Tauranga (Bay of Plenty)","Maximum","Summer",9.381199195582271e-5,0.02583433373349339,0.01586675667667555,0.035801910790311225,0.9,-0.8034421768707474,0.27464844765485846,0.618357812541825,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-37.673,176.196
"Tauranga (Bay of Plenty)","Minimum","Summer",5.005453212800896e-5,0.036268907563025206,0.022879109703167422,0.04965870542288299,0.9,-1.0601904761904761,0.29256421699136315,0.8306618617345477,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-37.673,176.196
"Timaru (Canterbury)","Average","Summer",0.332278870211808,0.0072797118847538885,-0.004945838904577266,0.019505262674085044,0.9,-0.15585487528344702,0.0195934535971261,0.758435555613679,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-44.30517,171.22141
"Timaru (Canterbury)","Maximum","Summer",0.4337662789954535,0.007118047218887542,-0.007713844445221135,0.02194993888299622,0.9,-0.17728798185940822,0.012815636597366764,0.9201249243417998,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-44.30517,171.22141
"Timaru (Canterbury)","Minimum","Summer",0.2853552430910522,0.00861624649859944,-0.004501339218520774,0.021733832215719655,0.9,-0.17838095238095275,0.023741412390839628,0.8137746579365704,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-44.30517,171.22141
"Waiouru (Manawatū-Whanganui)","Average","Summer",0.0023630468973827945,0.027812725090036,0.013564651117818254,0.04206079906225375,0.9,-0.7843356009070295,0.17680373366296007,0.8839066710167389,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)","Maximum","Summer",8.31918252269573e-4,0.03552621048419366,0.019141560700945724,0.0519108602674416,0.9,-1.0161405895691598,0.20948267533929146,1.0164532605547374,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)","Minimum","Summer",0.03801890428473702,0.01924609843937576,0.004408310978798563,0.03408388589995296,0.9,-0.5298866213151933,0.08661885384416443,0.9204906814146256,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-39.46249,175.66283
"Wellington (Wellington)","Average","Summer",0.0880917554275661,0.014016806722689063,7.740222136715103e-4,0.027259591231706615,0.9,-0.37787301587301386,0.05939631446294009,0.8215416057764735,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-41.285,174.768
"Wellington (Wellington)","Maximum","Summer",0.1952231688277421,0.011683073229291716,-0.0029460824765241787,0.02631222893510761,0.9,-0.2823628117913838,0.034701679915058216,0.9075478092636928,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-41.285,174.768
"Wellington (Wellington)","Minimum","Summer",0.02731491398817612,0.01746938775510204,0.004847166381372173,0.030091609128831905,0.9,-0.509024943310657,0.09744726340000912,0.7830437782008022,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-41.285,174.768
"Whanganui (Manawatū-Whanganui)","Average","Summer",0.07223308572630723,0.01765826330532213,0.0018568964602657494,0.033459630150378505,0.9,-0.4562857142857153,0.06576234754415324,0.9802681817038651,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)","Maximum","Summer",0.04566884517185335,0.02190156062424968,0.0043436191129713475,0.03945950213552801,0.9,-0.5860453514739228,0.08063168520833192,1.0892406693986993,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)","Minimum","Summer",0.14059331722456647,0.013626250500200079,-0.0013324355785739976,0.028584936578974155,0.9,-0.33169160997732366,0.04468145681811891,0.9279908597088496,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-39.93704,175.04509
"Whangaparāoa (Auckland)","Average","Summer",1.72641896632483e-5,0.029506202480992394,0.01934232824090703,0.03967007672107776,0.9,-0.8824081632653064,0.32204784274173875,0.6305354858280732,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-36.606,174.835
"Whangaparāoa (Auckland)","Maximum","Summer",3.7207425592103574e-4,0.02683953581432573,0.015311449026923503,0.038367622601727956,0.9,-0.7457414965986379,0.23402547216449365,0.7151670348787987,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-36.606,174.835
"Whangaparāoa (Auckland)","Minimum","Summer",6.429833484761602e-6,0.03231692677070827,0.021824719402651207,0.04280913413876533,0.9,-1.0318594104308394,0.34842225961228196,0.6509042628779305,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-36.606,174.835
"Whangārei (Northland)","Average","Summer",2.5952839972260796e-4,0.025298119247699064,0.014749480465430223,0.0358467580299679,0.9,-0.767768707482993,0.24482020904131938,0.6544050941884613,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-35.769,174.364
"Whangārei (Northland)","Maximum","Summer",0.10716837961998146,0.01179671868747497,-2.19474771956385e-5,0.02361538485214558,0.9,-0.23592743764172402,0.053170480008397095,0.7331936853950886,"Linear model",50,NA,NA,NA,NA,NA,NA,NA,"1972-12-01","2022-02-28",-35.769,174.364
